date,age,deaths
5/31/2022,All Ages,3003
5/31/2022,Under 1 year,15
5/31/2022,0-17 years,20
5/31/2022,1-4 years,0
5/31/2022,5-14 years,
5/31/2022,15-24 years,22
5/31/2022,18-29 years,38
5/31/2022,25-34 years,47
5/31/2022,30-39 years,75
5/31/2022,35-44 years,89
5/31/2022,40-49 years,121
5/31/2022,45-54 years,171
5/31/2022,50-64 years,474
5/31/2022,55-64 years,381
5/31/2022,65-74 years,578
5/31/2022,75-84 years,799
5/31/2022,85 years and over,898
6/30/2022,All Ages,5288
6/30/2022,Under 1 year,16
6/30/2022,0-17 years,37
6/30/2022,1-4 years,
6/30/2022,5-14 years,
6/30/2022,15-24 years,29
6/30/2022,18-29 years,72
6/30/2022,25-34 years,117
6/30/2022,30-39 years,143
6/30/2022,35-44 years,190
6/30/2022,40-49 years,253
6/30/2022,45-54 years,337
6/30/2022,50-64 years,953
6/30/2022,55-64 years,753
6/30/2022,65-74 years,1162
6/30/2022,75-84 years,1400
6/30/2022,85 years and over,1268
6/30/2022,All Ages,2732
6/30/2022,Under 1 year,
6/30/2022,0-17 years,19
6/30/2022,1-4 years,
6/30/2022,5-14 years,
6/30/2022,15-24 years,17
6/30/2022,18-29 years,44
6/30/2022,25-34 years,74
6/30/2022,30-39 years,94
6/30/2022,35-44 years,116
6/30/2022,40-49 years,151
6/30/2022,45-54 years,210
6/30/2022,50-64 years,565
6/30/2022,55-64 years,439
6/30/2022,65-74 years,666
6/30/2022,75-84 years,719
6/30/2022,85 years and over,474
6/30/2022,All Ages,2556
6/30/2022,Under 1 year,
6/30/2022,0-17 years,18
6/30/2022,1-4 years,
6/30/2022,5-14 years,
6/30/2022,15-24 years,12
6/30/2022,18-29 years,28
6/30/2022,25-34 years,43
6/30/2022,30-39 years,49
6/30/2022,35-44 years,74
6/30/2022,40-49 years,102
6/30/2022,45-54 years,127
6/30/2022,50-64 years,388
6/30/2022,55-64 years,314
6/30/2022,65-74 years,496
6/30/2022,75-84 years,681
6/30/2022,85 years and over,794
7/9/2022,All Ages,871
7/9/2022,Under 1 year,
7/9/2022,0-17 years,
7/9/2022,1-4 years,
7/9/2022,5-14 years,0
7/9/2022,15-24 years,
7/9/2022,18-29 years,12
7/9/2022,25-34 years,21
7/9/2022,30-39 years,23
7/9/2022,35-44 years,20
7/9/2022,40-49 years,24
7/9/2022,45-54 years,57
7/9/2022,50-64 years,174
7/9/2022,55-64 years,130
7/9/2022,65-74 years,187
7/9/2022,75-84 years,241
7/9/2022,85 years and over,207
7/9/2022,All Ages,443
7/9/2022,Under 1 year,
7/9/2022,0-17 years,
7/9/2022,1-4 years,0
7/9/2022,5-14 years,0
7/9/2022,15-24 years,
7/9/2022,18-29 years,
7/9/2022,25-34 years,14
7/9/2022,30-39 years,14
7/9/2022,35-44 years,13
7/9/2022,40-49 years,13
7/9/2022,45-54 years,28
7/9/2022,50-64 years,100
7/9/2022,55-64 years,77
7/9/2022,65-74 years,105
7/9/2022,75-84 years,120
7/9/2022,85 years and over,80
7/9/2022,All Ages,428
7/9/2022,Under 1 year,0
7/9/2022,0-17 years,
7/9/2022,1-4 years,
7/9/2022,5-14 years,0
7/9/2022,15-24 years,
7/9/2022,18-29 years,
7/9/2022,25-34 years,
7/9/2022,30-39 years,
7/9/2022,35-44 years,
7/9/2022,40-49 years,11
7/9/2022,45-54 years,29
7/9/2022,50-64 years,74
7/9/2022,55-64 years,53
7/9/2022,65-74 years,82
7/9/2022,75-84 years,121
7/9/2022,85 years and over,127
1/31/2020,All Ages,19050
1/31/2020,Under 1 year,182
1/31/2020,0-17 years,312
1/31/2020,1-4 years,30
1/31/2020,5-14 years,56
1/31/2020,15-24 years,261
1/31/2020,18-29 years,396
1/31/2020,25-34 years,418
1/31/2020,30-39 years,533
1/31/2020,35-44 years,619
1/31/2020,40-49 years,837
1/31/2020,45-54 years,1237
1/31/2020,50-64 years,3504
1/31/2020,55-64 years,2779
1/31/2020,65-74 years,4016
1/31/2020,75-84 years,4583
1/31/2020,85 years and over,4869
1/31/2020,All Ages,10045
1/31/2020,Under 1 year,101
1/31/2020,0-17 years,178
1/31/2020,1-4 years,13
1/31/2020,5-14 years,32
1/31/2020,15-24 years,208
1/31/2020,18-29 years,302
1/31/2020,25-34 years,270
1/31/2020,30-39 years,325
1/31/2020,35-44 years,386
1/31/2020,40-49 years,514
1/31/2020,45-54 years,754
1/31/2020,50-64 years,2154
1/31/2020,55-64 years,1709
1/31/2020,65-74 years,2320
1/31/2020,75-84 years,2385
1/31/2020,85 years and over,1867
1/31/2020,All Ages,9005
1/31/2020,Under 1 year,81
1/31/2020,0-17 years,134
1/31/2020,1-4 years,17
1/31/2020,5-14 years,24
1/31/2020,15-24 years,53
1/31/2020,18-29 years,94
1/31/2020,25-34 years,148
1/31/2020,30-39 years,208
1/31/2020,35-44 years,233
1/31/2020,40-49 years,323
1/31/2020,45-54 years,483
1/31/2020,50-64 years,1350
1/31/2020,55-64 years,1070
1/31/2020,65-74 years,1696
1/31/2020,75-84 years,2198
1/31/2020,85 years and over,3002
2/29/2020,All Ages,17629
2/29/2020,Under 1 year,153
2/29/2020,0-17 years,283
2/29/2020,1-4 years,35
2/29/2020,5-14 years,51
2/29/2020,15-24 years,237
2/29/2020,18-29 years,381
2/29/2020,25-34 years,400
2/29/2020,30-39 years,469
2/29/2020,35-44 years,552
2/29/2020,40-49 years,754
2/29/2020,45-54 years,1125
2/29/2020,50-64 years,3212
2/29/2020,55-64 years,2546
2/29/2020,65-74 years,3666
2/29/2020,75-84 years,4284
2/29/2020,85 years and over,4580
2/29/2020,All Ages,9386
2/29/2020,Under 1 year,91
2/29/2020,0-17 years,165
2/29/2020,1-4 years,15
2/29/2020,5-14 years,25
2/29/2020,15-24 years,187
2/29/2020,18-29 years,300
2/29/2020,25-34 years,291
2/29/2020,30-39 years,299
2/29/2020,35-44 years,350
2/29/2020,40-49 years,497
2/29/2020,45-54 years,707
2/29/2020,50-64 years,1946
2/29/2020,55-64 years,1541
2/29/2020,65-74 years,2119
2/29/2020,75-84 years,2200
2/29/2020,85 years and over,1860
2/29/2020,All Ages,8243
2/29/2020,Under 1 year,62
2/29/2020,0-17 years,118
2/29/2020,1-4 years,20
2/29/2020,5-14 years,26
2/29/2020,15-24 years,50
2/29/2020,18-29 years,81
2/29/2020,25-34 years,109
2/29/2020,30-39 years,170
2/29/2020,35-44 years,202
2/29/2020,40-49 years,257
2/29/2020,45-54 years,418
2/29/2020,50-64 years,1266
2/29/2020,55-64 years,1005
2/29/2020,65-74 years,1547
2/29/2020,75-84 years,2084
2/29/2020,85 years and over,2720
3/31/2020,All Ages,18576
3/31/2020,Under 1 year,167
3/31/2020,0-17 years,276
3/31/2020,1-4 years,32
3/31/2020,5-14 years,38
3/31/2020,15-24 years,270
3/31/2020,18-29 years,445
3/31/2020,25-34 years,420
3/31/2020,30-39 years,471
3/31/2020,35-44 years,625
3/31/2020,40-49 years,827
3/31/2020,45-54 years,1138
3/31/2020,50-64 years,3327
3/31/2020,55-64 years,2656
3/31/2020,65-74 years,3866
3/31/2020,75-84 years,4551
3/31/2020,85 years and over,4813
3/31/2020,All Ages,9879
3/31/2020,Under 1 year,101
3/31/2020,0-17 years,165
3/31/2020,1-4 years,18
3/31/2020,5-14 years,20
3/31/2020,15-24 years,197
3/31/2020,18-29 years,330
3/31/2020,25-34 years,304
3/31/2020,30-39 years,324
3/31/2020,35-44 years,415
3/31/2020,40-49 years,526
3/31/2020,45-54 years,697
3/31/2020,50-64 years,2000
3/31/2020,55-64 years,1593
3/31/2020,65-74 years,2274
3/31/2020,75-84 years,2372
3/31/2020,85 years and over,1888
3/31/2020,All Ages,8697
3/31/2020,Under 1 year,66
3/31/2020,0-17 years,111
3/31/2020,1-4 years,14
3/31/2020,5-14 years,18
3/31/2020,15-24 years,73
3/31/2020,18-29 years,115
3/31/2020,25-34 years,116
3/31/2020,30-39 years,147
3/31/2020,35-44 years,210
3/31/2020,40-49 years,301
3/31/2020,45-54 years,441
3/31/2020,50-64 years,1327
3/31/2020,55-64 years,1063
3/31/2020,65-74 years,1592
3/31/2020,75-84 years,2179
3/31/2020,85 years and over,2925
4/30/2020,All Ages,18572
4/30/2020,Under 1 year,157
4/30/2020,0-17 years,288
4/30/2020,1-4 years,40
4/30/2020,5-14 years,50
4/30/2020,15-24 years,255
4/30/2020,18-29 years,438
4/30/2020,25-34 years,457
4/30/2020,30-39 years,533
4/30/2020,35-44 years,640
4/30/2020,40-49 years,852
4/30/2020,45-54 years,1249
4/30/2020,50-64 years,3468
4/30/2020,55-64 years,2731
4/30/2020,65-74 years,3877
4/30/2020,75-84 years,4391
4/30/2020,85 years and over,4725
4/30/2020,All Ages,10002
4/30/2020,Under 1 year,88
4/30/2020,0-17 years,169
4/30/2020,1-4 years,25
4/30/2020,5-14 years,29
4/30/2020,15-24 years,187
4/30/2020,18-29 years,313
4/30/2020,25-34 years,313
4/30/2020,30-39 years,359
4/30/2020,35-44 years,414
4/30/2020,40-49 years,531
4/30/2020,45-54 years,776
4/30/2020,50-64 years,2158
4/30/2020,55-64 years,1698
4/30/2020,65-74 years,2295
4/30/2020,75-84 years,2345
4/30/2020,85 years and over,1832
4/30/2020,All Ages,8570
4/30/2020,Under 1 year,69
4/30/2020,0-17 years,119
4/30/2020,1-4 years,15
4/30/2020,5-14 years,21
4/30/2020,15-24 years,68
4/30/2020,18-29 years,125
4/30/2020,25-34 years,144
4/30/2020,30-39 years,174
4/30/2020,35-44 years,226
4/30/2020,40-49 years,321
4/30/2020,45-54 years,473
4/30/2020,50-64 years,1310
4/30/2020,55-64 years,1033
4/30/2020,65-74 years,1582
4/30/2020,75-84 years,2046
4/30/2020,85 years and over,2893
5/31/2020,All Ages,18731
5/31/2020,Under 1 year,164
5/31/2020,0-17 years,298
5/31/2020,1-4 years,36
5/31/2020,5-14 years,51
5/31/2020,15-24 years,280
5/31/2020,18-29 years,470
5/31/2020,25-34 years,494
5/31/2020,30-39 years,583
5/31/2020,35-44 years,713
5/31/2020,40-49 years,927
5/31/2020,45-54 years,1302
5/31/2020,50-64 years,3488
5/31/2020,55-64 years,2726
5/31/2020,65-74 years,3770
5/31/2020,75-84 years,4382
5/31/2020,85 years and over,4813
5/31/2020,All Ages,10053
5/31/2020,Under 1 year,100
5/31/2020,0-17 years,189
5/31/2020,1-4 years,24
5/31/2020,5-14 years,37
5/31/2020,15-24 years,211
5/31/2020,18-29 years,356
5/31/2020,25-34 years,357
5/31/2020,30-39 years,410
5/31/2020,35-44 years,485
5/31/2020,40-49 years,592
5/31/2020,45-54 years,834
5/31/2020,50-64 years,2212
5/31/2020,55-64 years,1711
5/31/2020,65-74 years,2140
5/31/2020,75-84 years,2265
5/31/2020,85 years and over,1889
5/31/2020,All Ages,8678
5/31/2020,Under 1 year,64
5/31/2020,0-17 years,109
5/31/2020,1-4 years,12
5/31/2020,5-14 years,14
5/31/2020,15-24 years,69
5/31/2020,18-29 years,114
5/31/2020,25-34 years,137
5/31/2020,30-39 years,173
5/31/2020,35-44 years,228
5/31/2020,40-49 years,335
5/31/2020,45-54 years,468
5/31/2020,50-64 years,1276
5/31/2020,55-64 years,1015
5/31/2020,65-74 years,1630
5/31/2020,75-84 years,2117
5/31/2020,85 years and over,2924
6/30/2020,All Ages,19173
6/30/2020,Under 1 year,191
6/30/2020,0-17 years,344
6/30/2020,1-4 years,37
6/30/2020,5-14 years,53
6/30/2020,15-24 years,330
6/30/2020,18-29 years,493
6/30/2020,25-34 years,503
6/30/2020,30-39 years,631
6/30/2020,35-44 years,769
6/30/2020,40-49 years,988
6/30/2020,45-54 years,1379
6/30/2020,50-64 years,3586
6/30/2020,55-64 years,2780
6/30/2020,65-74 years,3818
6/30/2020,75-84 years,4523
6/30/2020,85 years and over,4790
6/30/2020,All Ages,10442
6/30/2020,Under 1 year,97
6/30/2020,0-17 years,186
6/30/2020,1-4 years,18
6/30/2020,5-14 years,25
6/30/2020,15-24 years,250
6/30/2020,18-29 years,364
6/30/2020,25-34 years,360
6/30/2020,30-39 years,426
6/30/2020,35-44 years,496
6/30/2020,40-49 years,643
6/30/2020,45-54 years,896
6/30/2020,50-64 years,2266
6/30/2020,55-64 years,1743
6/30/2020,65-74 years,2204
6/30/2020,75-84 years,2417
6/30/2020,85 years and over,1936
6/30/2020,All Ages,8731
6/30/2020,Under 1 year,94
6/30/2020,0-17 years,158
6/30/2020,1-4 years,19
6/30/2020,5-14 years,28
6/30/2020,15-24 years,80
6/30/2020,18-29 years,129
6/30/2020,25-34 years,143
6/30/2020,30-39 years,205
6/30/2020,35-44 years,273
6/30/2020,40-49 years,345
6/30/2020,45-54 years,483
6/30/2020,50-64 years,1320
6/30/2020,55-64 years,1037
6/30/2020,65-74 years,1614
6/30/2020,75-84 years,2106
6/30/2020,85 years and over,2854
7/31/2020,All Ages,26487
7/31/2020,Under 1 year,159
7/31/2020,0-17 years,317
7/31/2020,1-4 years,37
7/31/2020,5-14 years,53
7/31/2020,15-24 years,330
7/31/2020,18-29 years,551
7/31/2020,25-34 years,634
7/31/2020,30-39 years,809
7/31/2020,35-44 years,972
7/31/2020,40-49 years,1321
7/31/2020,45-54 years,1897
7/31/2020,50-64 years,5022
7/31/2020,55-64 years,3938
7/31/2020,65-74 years,5795
7/31/2020,75-84 years,6267
7/31/2020,85 years and over,6405
7/31/2020,All Ages,14659
7/31/2020,Under 1 year,87
7/31/2020,0-17 years,191
7/31/2020,1-4 years,20
7/31/2020,5-14 years,36
7/31/2020,15-24 years,239
7/31/2020,18-29 years,391
7/31/2020,25-34 years,446
7/31/2020,30-39 years,553
7/31/2020,35-44 years,641
7/31/2020,40-49 years,884
7/31/2020,45-54 years,1240
7/31/2020,50-64 years,3196
7/31/2020,55-64 years,2506
7/31/2020,65-74 years,3456
7/31/2020,75-84 years,3389
7/31/2020,85 years and over,2599
7/31/2020,All Ages,11828
7/31/2020,Under 1 year,72
7/31/2020,0-17 years,126
7/31/2020,1-4 years,17
7/31/2020,5-14 years,17
7/31/2020,15-24 years,91
7/31/2020,18-29 years,160
7/31/2020,25-34 years,188
7/31/2020,30-39 years,256
7/31/2020,35-44 years,331
7/31/2020,40-49 years,437
7/31/2020,45-54 years,657
7/31/2020,50-64 years,1826
7/31/2020,55-64 years,1432
7/31/2020,65-74 years,2339
7/31/2020,75-84 years,2878
7/31/2020,85 years and over,3806
8/31/2020,All Ages,23894
8/31/2020,Under 1 year,186
8/31/2020,0-17 years,337
8/31/2020,1-4 years,39
8/31/2020,5-14 years,50
8/31/2020,15-24 years,310
8/31/2020,18-29 years,512
8/31/2020,25-34 years,586
8/31/2020,30-39 years,707
8/31/2020,35-44 years,889
8/31/2020,40-49 years,1209
8/31/2020,45-54 years,1712
8/31/2020,50-64 years,4560
8/31/2020,55-64 years,3553
8/31/2020,65-74 years,5144
8/31/2020,75-84 years,5744
8/31/2020,85 years and over,5681
8/31/2020,All Ages,12850
8/31/2020,Under 1 year,89
8/31/2020,0-17 years,179
8/31/2020,1-4 years,21
8/31/2020,5-14 years,22
8/31/2020,15-24 years,225
8/31/2020,18-29 years,375
8/31/2020,25-34 years,421
8/31/2020,30-39 years,486
8/31/2020,35-44 years,597
8/31/2020,40-49 years,768
8/31/2020,45-54 years,1079
8/31/2020,50-64 years,2822
8/31/2020,55-64 years,2176
8/31/2020,65-74 years,3005
8/31/2020,75-84 years,3028
8/31/2020,85 years and over,2187
8/31/2020,All Ages,11044
8/31/2020,Under 1 year,97
8/31/2020,0-17 years,158
8/31/2020,1-4 years,18
8/31/2020,5-14 years,28
8/31/2020,15-24 years,85
8/31/2020,18-29 years,137
8/31/2020,25-34 years,165
8/31/2020,30-39 years,221
8/31/2020,35-44 years,292
8/31/2020,40-49 years,441
8/31/2020,45-54 years,633
8/31/2020,50-64 years,1738
8/31/2020,55-64 years,1377
8/31/2020,65-74 years,2139
8/31/2020,75-84 years,2716
8/31/2020,85 years and over,3494
9/30/2020,All Ages,19891
9/30/2020,Under 1 year,166
9/30/2020,0-17 years,296
9/30/2020,1-4 years,31
9/30/2020,5-14 years,55
9/30/2020,15-24 years,266
9/30/2020,18-29 years,429
9/30/2020,25-34 years,450
9/30/2020,30-39 years,568
9/30/2020,35-44 years,740
9/30/2020,40-49 years,951
9/30/2020,45-54 years,1327
9/30/2020,50-64 years,3667
9/30/2020,55-64 years,2876
9/30/2020,65-74 years,4285
9/30/2020,75-84 years,4746
9/30/2020,85 years and over,4949
9/30/2020,All Ages,10493
9/30/2020,Under 1 year,100
9/30/2020,0-17 years,194
9/30/2020,1-4 years,21
9/30/2020,5-14 years,38
9/30/2020,15-24 years,200
9/30/2020,18-29 years,311
9/30/2020,25-34 years,310
9/30/2020,30-39 years,365
9/30/2020,35-44 years,459
9/30/2020,40-49 years,599
9/30/2020,45-54 years,832
9/30/2020,50-64 years,2214
9/30/2020,55-64 years,1723
9/30/2020,65-74 years,2452
9/30/2020,75-84 years,2450
9/30/2020,85 years and over,1908
9/30/2020,All Ages,9398
9/30/2020,Under 1 year,66
9/30/2020,0-17 years,102
9/30/2020,1-4 years,10
9/30/2020,5-14 years,17
9/30/2020,15-24 years,66
9/30/2020,18-29 years,118
9/30/2020,25-34 years,140
9/30/2020,30-39 years,203
9/30/2020,35-44 years,281
9/30/2020,40-49 years,352
9/30/2020,45-54 years,495
9/30/2020,50-64 years,1453
9/30/2020,55-64 years,1153
9/30/2020,65-74 years,1833
9/30/2020,75-84 years,2296
9/30/2020,85 years and over,3041
10/31/2020,All Ages,21227
10/31/2020,Under 1 year,162
10/31/2020,0-17 years,288
10/31/2020,1-4 years,29
10/31/2020,5-14 years,57
10/31/2020,15-24 years,283
10/31/2020,18-29 years,485
10/31/2020,25-34 years,503
10/31/2020,30-39 years,591
10/31/2020,35-44 years,711
10/31/2020,40-49 years,972
10/31/2020,45-54 years,1458
10/31/2020,50-64 years,3951
10/31/2020,55-64 years,3084
10/31/2020,65-74 years,4619
10/31/2020,75-84 years,4994
10/31/2020,85 years and over,5327
10/31/2020,All Ages,11324
10/31/2020,Under 1 year,92
10/31/2020,0-17 years,176
10/31/2020,1-4 years,21
10/31/2020,5-14 years,36
10/31/2020,15-24 years,209
10/31/2020,18-29 years,362
10/31/2020,25-34 years,363
10/31/2020,30-39 years,398
10/31/2020,35-44 years,458
10/31/2020,40-49 years,625
10/31/2020,45-54 years,934
10/31/2020,50-64 years,2499
10/31/2020,55-64 years,1947
10/31/2020,65-74 years,2615
10/31/2020,75-84 years,2559
10/31/2020,85 years and over,2090
10/31/2020,All Ages,9903
10/31/2020,Under 1 year,70
10/31/2020,0-17 years,112
10/31/2020,1-4 years,
10/31/2020,5-14 years,21
10/31/2020,15-24 years,74
10/31/2020,18-29 years,123
10/31/2020,25-34 years,140
10/31/2020,30-39 years,193
10/31/2020,35-44 years,253
10/31/2020,40-49 years,347
10/31/2020,45-54 years,524
10/31/2020,50-64 years,1452
10/31/2020,55-64 years,1137
10/31/2020,65-74 years,2004
10/31/2020,75-84 years,2435
10/31/2020,85 years and over,3237
11/30/2020,All Ages,23446
11/30/2020,Under 1 year,179
11/30/2020,0-17 years,306
11/30/2020,1-4 years,28
11/30/2020,5-14 years,46
11/30/2020,15-24 years,283
11/30/2020,18-29 years,474
11/30/2020,25-34 years,529
11/30/2020,30-39 years,656
11/30/2020,35-44 years,779
11/30/2020,40-49 years,1047
11/30/2020,45-54 years,1531
11/30/2020,50-64 years,4269
11/30/2020,55-64 years,3377
11/30/2020,65-74 years,5067
11/30/2020,75-84 years,5742
11/30/2020,85 years and over,5885
11/30/2020,All Ages,12689
11/30/2020,Under 1 year,95
11/30/2020,0-17 years,180
11/30/2020,1-4 years,16
11/30/2020,5-14 years,32
11/30/2020,15-24 years,199
11/30/2020,18-29 years,332
11/30/2020,25-34 years,366
11/30/2020,30-39 years,436
11/30/2020,35-44 years,493
11/30/2020,40-49 years,657
11/30/2020,45-54 years,952
11/30/2020,50-64 years,2639
11/30/2020,55-64 years,2091
11/30/2020,65-74 years,2988
11/30/2020,75-84 years,3004
11/30/2020,85 years and over,2453
11/30/2020,All Ages,10757
11/30/2020,Under 1 year,84
11/30/2020,0-17 years,126
11/30/2020,1-4 years,12
11/30/2020,5-14 years,14
11/30/2020,15-24 years,84
11/30/2020,18-29 years,142
11/30/2020,25-34 years,163
11/30/2020,30-39 years,220
11/30/2020,35-44 years,286
11/30/2020,40-49 years,390
11/30/2020,45-54 years,579
11/30/2020,50-64 years,1630
11/30/2020,55-64 years,1286
11/30/2020,65-74 years,2079
11/30/2020,75-84 years,2738
11/30/2020,85 years and over,3432
12/31/2020,All Ages,27012
12/31/2020,Under 1 year,152
12/31/2020,0-17 years,256
12/31/2020,1-4 years,24
12/31/2020,5-14 years,39
12/31/2020,15-24 years,302
12/31/2020,18-29 years,509
12/31/2020,25-34 years,548
12/31/2020,30-39 years,683
12/31/2020,35-44 years,853
12/31/2020,40-49 years,1199
12/31/2020,45-54 years,1756
12/31/2020,50-64 years,4828
12/31/2020,55-64 years,3801
12/31/2020,65-74 years,5966
12/31/2020,75-84 years,6639
12/31/2020,85 years and over,6932
12/31/2020,All Ages,14641
12/31/2020,Under 1 year,86
12/31/2020,0-17 years,151
12/31/2020,1-4 years,10
12/31/2020,5-14 years,22
12/31/2020,15-24 years,237
12/31/2020,18-29 years,383
12/31/2020,25-34 years,394
12/31/2020,30-39 years,465
12/31/2020,35-44 years,551
12/31/2020,40-49 years,775
12/31/2020,45-54 years,1154
12/31/2020,50-64 years,3027
12/31/2020,55-64 years,2347
12/31/2020,65-74 years,3514
12/31/2020,75-84 years,3545
12/31/2020,85 years and over,2781
12/31/2020,All Ages,12371
12/31/2020,Under 1 year,66
12/31/2020,0-17 years,105
12/31/2020,1-4 years,14
12/31/2020,5-14 years,17
12/31/2020,15-24 years,65
12/31/2020,18-29 years,126
12/31/2020,25-34 years,154
12/31/2020,30-39 years,218
12/31/2020,35-44 years,302
12/31/2020,40-49 years,424
12/31/2020,45-54 years,602
12/31/2020,50-64 years,1801
12/31/2020,55-64 years,1454
12/31/2020,65-74 years,2452
12/31/2020,75-84 years,3094
12/31/2020,85 years and over,4151
1/31/2021,All Ages,30681
1/31/2021,Under 1 year,160
1/31/2021,0-17 years,288
1/31/2021,1-4 years,37
1/31/2021,5-14 years,41
1/31/2021,15-24 years,297
1/31/2021,18-29 years,486
1/31/2021,25-34 years,571
